id,kode_kabupaten_kota,kode_provinsi,kondisi_hutan,luas_hutan,nama_kabupaten_kota,nama_provinsi,satuan,tahun
234,3272,32,REHABILITASI,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2015
235,3272,32,BERUBAH FUNGSI,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2015
236,3273,32,BAIK,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2015
237,3273,32,SEDANG,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2015
238,3273,32,RUSAK,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2015
239,3273,32,REHABILITASI,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2015
240,3273,32,BERUBAH FUNGSI,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2015
241,3274,32,BAIK,30,KOTA CIREBON,JAWA BARAT,HEKTAR,2015
242,3274,32,SEDANG,20,KOTA CIREBON,JAWA BARAT,HEKTAR,2015
243,3274,32,RUSAK,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2015
244,3274,32,REHABILITASI,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2015
245,3274,32,BERUBAH FUNGSI,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2015
246,3275,32,BAIK,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2015
247,3275,32,SEDANG,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2015
248,3275,32,RUSAK,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2015
249,3275,32,REHABILITASI,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2015
250,3275,32,BERUBAH FUNGSI,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2015
251,3276,32,BAIK,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2015
252,3276,32,SEDANG,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2015
253,3276,32,RUSAK,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2015
254,3276,32,REHABILITASI,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2015
255,3276,32,BERUBAH FUNGSI,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2015
256,3277,32,BAIK,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2015
257,3277,32,SEDANG,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2015
258,3277,32,RUSAK,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2015
259,3277,32,REHABILITASI,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2015
260,3277,32,BERUBAH FUNGSI,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2015
261,3278,32,BAIK,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2015
262,3278,32,SEDANG,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2015
263,3278,32,RUSAK,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2015
264,3278,32,REHABILITASI,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2015
265,3278,32,BERUBAH FUNGSI,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2015
266,3279,32,BAIK,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2015
267,3279,32,SEDANG,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2015
268,3279,32,RUSAK,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2015
269,3279,32,REHABILITASI,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2015
270,3279,32,BERUBAH FUNGSI,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2015
271,3201,32,BAIK,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2016
272,3201,32,SEDANG,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2016
273,3201,32,RUSAK,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2016
274,3201,32,REHABILITASI,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2016
275,3201,32,BERUBAH FUNGSI,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2016
276,3202,32,BAIK,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2016
277,3202,32,SEDANG,500,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2016
278,3202,32,RUSAK,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2016
279,3202,32,REHABILITASI,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2016
280,3202,32,BERUBAH FUNGSI,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2016
281,3203,32,BAIK,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2016
282,3203,32,SEDANG,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2016
283,3203,32,RUSAK,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2016
284,3203,32,REHABILITASI,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2016
285,3203,32,BERUBAH FUNGSI,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2016
286,3204,32,BAIK,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2016
287,3204,32,SEDANG,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2016
288,3204,32,RUSAK,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2016
289,3204,32,REHABILITASI,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2016
290,3204,32,BERUBAH FUNGSI,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2016
291,3205,32,BAIK,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2016
292,3205,32,SEDANG,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2016
293,3205,32,RUSAK,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2016
294,3205,32,REHABILITASI,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2016
295,3205,32,BERUBAH FUNGSI,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2016
296,3206,32,BAIK,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2016
297,3206,32,SEDANG,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2016
298,3206,32,RUSAK,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2016
299,3206,32,REHABILITASI,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2016
300,3206,32,BERUBAH FUNGSI,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2016
301,3207,32,BAIK,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2016
302,3207,32,SEDANG,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2016
303,3207,32,RUSAK,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2016
304,3207,32,REHABILITASI,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2016
305,3207,32,BERUBAH FUNGSI,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2016
306,3208,32,BAIK,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2016
307,3208,32,SEDANG,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2016
308,3208,32,RUSAK,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2016
309,3208,32,REHABILITASI,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2016
310,3208,32,BERUBAH FUNGSI,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2016
311,3209,32,BAIK,11000,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2016
312,3209,32,SEDANG,2000,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2016
313,3209,32,RUSAK,4800,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2016
314,3209,32,REHABILITASI,1000,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2016
315,3209,32,BERUBAH FUNGSI,1000,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2016
316,3210,32,BAIK,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2016
317,3210,32,SEDANG,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2016
318,3210,32,RUSAK,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2016
319,3210,32,REHABILITASI,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2016
320,3210,32,BERUBAH FUNGSI,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2016
321,3211,32,BAIK,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2016
322,3211,32,SEDANG,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2016
323,3211,32,RUSAK,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2016
324,3211,32,REHABILITASI,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2016
325,3211,32,BERUBAH FUNGSI,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2016
326,3212,32,BAIK,173064,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2016
327,3212,32,SEDANG,178377,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2016
328,3212,32,RUSAK,919178,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2016
329,3212,32,REHABILITASI,910,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2016
330,3212,32,BERUBAH FUNGSI,0,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2016
331,3213,32,BAIK,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2016
332,3213,32,SEDANG,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2016
333,3213,32,RUSAK,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2016
334,3213,32,REHABILITASI,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2016
335,3213,32,BERUBAH FUNGSI,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2016
336,3214,32,BAIK,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2016
337,3214,32,SEDANG,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2016
338,3214,32,RUSAK,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2016
339,3214,32,REHABILITASI,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2016
340,3214,32,BERUBAH FUNGSI,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2016
341,3215,32,BAIK,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2016
342,3215,32,SEDANG,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2016
343,3215,32,RUSAK,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2016
344,3215,32,REHABILITASI,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2016
345,3215,32,BERUBAH FUNGSI,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2016
346,3216,32,BAIK,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2016
347,3216,32,SEDANG,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2016
348,3216,32,RUSAK,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2016
349,3216,32,REHABILITASI,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2016
350,3216,32,BERUBAH FUNGSI,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2016
351,3217,32,BAIK,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2016
352,3217,32,SEDANG,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2016
353,3217,32,RUSAK,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2016
354,3217,32,REHABILITASI,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2016
355,3217,32,BERUBAH FUNGSI,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2016
356,3218,32,BAIK,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2016
357,3218,32,SEDANG,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2016
358,3218,32,RUSAK,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2016
359,3218,32,REHABILITASI,100,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2016
360,3218,32,BERUBAH FUNGSI,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2016
361,3271,32,BAIK,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2016
362,3271,32,SEDANG,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2016
363,3271,32,RUSAK,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2016
364,3271,32,REHABILITASI,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2016
365,3271,32,BERUBAH FUNGSI,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2016
366,3272,32,BAIK,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2016
367,3272,32,SEDANG,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2016
368,3272,32,RUSAK,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2016
369,3272,32,REHABILITASI,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2016
370,3272,32,BERUBAH FUNGSI,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2016
371,3273,32,BAIK,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2016
372,3273,32,SEDANG,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2016
373,3273,32,RUSAK,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2016
374,3273,32,REHABILITASI,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2016
375,3273,32,BERUBAH FUNGSI,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2016
376,3274,32,BAIK,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2016
377,3274,32,SEDANG,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2016
378,3274,32,RUSAK,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2016
379,3274,32,REHABILITASI,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2016
380,3274,32,BERUBAH FUNGSI,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2016
381,3275,32,BAIK,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2016
382,3275,32,SEDANG,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2016
383,3275,32,RUSAK,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2016
384,3275,32,REHABILITASI,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2016
385,3275,32,BERUBAH FUNGSI,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2016
386,3276,32,BAIK,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2016
387,3276,32,SEDANG,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2016
388,3276,32,RUSAK,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2016
389,3276,32,REHABILITASI,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2016
390,3276,32,BERUBAH FUNGSI,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2016
391,3277,32,BAIK,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2016
392,3277,32,SEDANG,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2016
393,3277,32,RUSAK,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2016
394,3277,32,REHABILITASI,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2016
395,3277,32,BERUBAH FUNGSI,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2016
396,3278,32,BAIK,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2016
397,3278,32,SEDANG,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2016
398,3278,32,RUSAK,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2016
399,3278,32,REHABILITASI,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2016
400,3278,32,BERUBAH FUNGSI,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2016
401,3279,32,BAIK,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2016
402,3279,32,SEDANG,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2016
403,3279,32,RUSAK,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2016
404,3279,32,REHABILITASI,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2016
405,3279,32,BERUBAH FUNGSI,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2016
406,3201,32,BAIK,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2017
407,3201,32,SEDANG,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2017
408,3201,32,RUSAK,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2017
409,3201,32,REHABILITASI,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2017
410,3201,32,BERUBAH FUNGSI,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2017
411,3202,32,BAIK,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2017
412,3202,32,SEDANG,500,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2017
413,3202,32,RUSAK,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2017
414,3202,32,REHABILITASI,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2017
415,3202,32,BERUBAH FUNGSI,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2017
416,3203,32,BAIK,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2017
417,3203,32,SEDANG,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2017
418,3203,32,RUSAK,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2017
419,3203,32,REHABILITASI,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2017
420,3203,32,BERUBAH FUNGSI,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2017
421,3204,32,BAIK,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2017
422,3204,32,SEDANG,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2017
423,3204,32,RUSAK,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2017
424,3204,32,REHABILITASI,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2017
425,3204,32,BERUBAH FUNGSI,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2017
426,3205,32,BAIK,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2017
427,3205,32,SEDANG,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2017
428,3205,32,RUSAK,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2017
429,3205,32,REHABILITASI,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2017
430,3205,32,BERUBAH FUNGSI,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2017
431,3206,32,BAIK,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2017
432,3206,32,SEDANG,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2017
433,3206,32,RUSAK,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2017
434,3206,32,REHABILITASI,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2017
435,3206,32,BERUBAH FUNGSI,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2017
436,3207,32,BAIK,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2017
437,3207,32,SEDANG,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2017
438,3207,32,RUSAK,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2017
439,3207,32,REHABILITASI,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2017
440,3207,32,BERUBAH FUNGSI,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2017
441,3208,32,BAIK,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2017
442,3208,32,SEDANG,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2017
443,3208,32,RUSAK,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2017
444,3208,32,REHABILITASI,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2017
445,3208,32,BERUBAH FUNGSI,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2017
446,3209,32,BAIK,11000,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2017
447,3209,32,SEDANG,2000,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2017
448,3209,32,RUSAK,4800,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2017
449,3209,32,REHABILITASI,1000,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2017
450,3209,32,BERUBAH FUNGSI,1000,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2017
451,3210,32,BAIK,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2017
452,3210,32,SEDANG,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2017
453,3210,32,RUSAK,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2017
454,3210,32,REHABILITASI,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2017
455,3210,32,BERUBAH FUNGSI,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2017
456,3211,32,BAIK,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2017
457,3211,32,SEDANG,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2017
458,3211,32,RUSAK,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2017
459,3211,32,REHABILITASI,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2017
460,3211,32,BERUBAH FUNGSI,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2017
461,3212,32,BAIK,173064,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2017
462,3212,32,SEDANG,178377,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2017
463,3212,32,RUSAK,919178,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2017
464,3212,32,REHABILITASI,910,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2017
465,3212,32,BERUBAH FUNGSI,0,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2017
466,3213,32,BAIK,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2017
467,3213,32,SEDANG,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2017
468,3213,32,RUSAK,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2017
469,3213,32,REHABILITASI,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2017
