Cc 2;Country;Engtype 2;Gid 0;Gid 1;Gid 2;Hasc 2;Name 1;Name 2;Nl Name 1;Nl Name 2;Type 2;Varname 2;Geometry
7372;Indonesia;City;IDN;IDN.26_1;IDN.26.16_1;ID.SE.PP;Sulawesi Selatan;Parepare;NA;NA;Kota;NA;MultiPolygon
7315;Indonesia;Regency;IDN;IDN.26_1;IDN.26.17_1;ID.SE.PI;Sulawesi Selatan;Pinrang;NA;NA;Kabupaten;NA;MultiPolygon
7314;Indonesia;Regency;IDN;IDN.26_1;IDN.26.18_1;ID.SE.SR;Sulawesi Selatan;Sidenreng Rappang;NA;NA;Kabupaten;NA;Polygon
7307;Indonesia;Regency;IDN;IDN.26_1;IDN.26.19_1;ID.SE.SI;Sulawesi Selatan;Sinjai;NA;NA;Kabupaten;NA;MultiPolygon
7312;Indonesia;Regency;IDN;IDN.26_1;IDN.26.20_1;ID.SE.SO;Sulawesi Selatan;Soppeng;NA;NA;Kabupaten;NA;Polygon
7305;Indonesia;Regency;IDN;IDN.26_1;IDN.26.21_1;ID.SE.TA;Sulawesi Selatan;Takalar;NA;NA;Kabupaten;NA;MultiPolygon
7318;Indonesia;Regency;IDN;IDN.26_1;IDN.26.22_1;ID.SE.TN;Sulawesi Selatan;Tana Toraja;NA;NA;Kabupaten;NA;Polygon
7326;Indonesia;Regency;IDN;IDN.26_1;IDN.26.23_1;ID.SE.TU;Sulawesi Selatan;Toraja Utara;NA;NA;Kabupaten;NA;Polygon
7313;Indonesia;Regency;IDN;IDN.26_1;IDN.26.24_1;ID.SE.WA;Sulawesi Selatan;Wajo;NA;NA;Kabupaten;NA;Polygon
7202;Indonesia;Regency;IDN;IDN.27_1;IDN.27.2_1;ID.ST.BA;Sulawesi Tengah;Banggai;NA;NA;Kabupaten;NA;MultiPolygon
7201;Indonesia;Regency;IDN;IDN.27_1;IDN.27.1_1;ID.ST.BK;Sulawesi Tengah;Banggai Kepulauan;NA;NA;Kabupaten;NA;MultiPolygon
7207;Indonesia;Regency;IDN;IDN.27_1;IDN.27.3_1;ID.ST.BT;Sulawesi Tengah;Buol;NA;NA;Kabupaten;NA;MultiPolygon
7205;Indonesia;Regency;IDN;IDN.27_1;IDN.27.4_1;ID.ST.DG;Sulawesi Tengah;Donggala;NA;NA;Kabupaten;NA;MultiPolygon
7203;Indonesia;Regency;IDN;IDN.27_1;IDN.27.5_1;ID.ST.MO;Sulawesi Tengah;Morowali;NA;NA;Kabupaten;NA;MultiPolygon
7271;Indonesia;City;IDN;IDN.27_1;IDN.27.6_1;ID.ST.PA;Sulawesi Tengah;Palu;NA;NA;Kota;NA;Polygon
7208;Indonesia;Regency;IDN;IDN.27_1;IDN.27.7_1;ID.ST.PM;Sulawesi Tengah;Parigi Moutong;NA;NA;Kabupaten;NA;Polygon
7204;Indonesia;Regency;IDN;IDN.27_1;IDN.27.8_1;ID.ST.PO;Sulawesi Tengah;Poso;NA;NA;Kabupaten;NA;MultiPolygon
7210;Indonesia;Regency;IDN;IDN.27_1;IDN.27.9_1;ID.ST.SG;Sulawesi Tengah;Sigi;NA;NA;Kabupaten;NA;Polygon
7209;Indonesia;Regency;IDN;IDN.27_1;IDN.27.10_1;ID.ST.TU;Sulawesi Tengah;Tojo Una-Una;NA;NA;Kabupaten;NA;MultiPolygon
7206;Indonesia;Regency;IDN;IDN.27_1;IDN.27.11_1;ID.ST.TT;Sulawesi Tengah;Toli-Toli;NA;NA;Kabupaten;NA;MultiPolygon
7472;Indonesia;City;IDN;IDN.28_1;IDN.28.1_1;ID.SG.BA;Sulawesi Tenggara;Bau-Bau;NA;NA;Kota;NA;MultiPolygon
7406;Indonesia;Regency;IDN;IDN.28_1;IDN.28.2_1;ID.SG.BO;Sulawesi Tenggara;Bombana;NA;NA;Kabupaten;NA;MultiPolygon
7401;Indonesia;Regency;IDN;IDN.28_1;IDN.28.4_1;ID.SG.BN;Sulawesi Tenggara;Buton;NA;NA;Kabupaten;NA;MultiPolygon
7409;Indonesia;Regency;IDN;IDN.28_1;IDN.28.3_1;ID.SG.BT;Sulawesi Tenggara;Buton Utara;NA;NA;Kabupaten;NA;MultiPolygon
7471;Indonesia;City;IDN;IDN.28_1;IDN.28.5_1;ID.SG.KM;Sulawesi Tenggara;Kendari;NA;NA;Kota;NA;MultiPolygon
7404;Indonesia;Regency;IDN;IDN.28_1;IDN.28.7_1;ID.SG.KO;Sulawesi Tenggara;Kolaka;NA;NA;Kabupaten;NA;MultiPolygon
7408;Indonesia;Regency;IDN;IDN.28_1;IDN.28.6_1;ID.SG.KU;Sulawesi Tenggara;Kolaka Utara;NA;NA;Kabupaten;NA;MultiPolygon
7403;Indonesia;Regency;IDN;IDN.28_1;IDN.28.10_1;ID.SG.KN;Sulawesi Tenggara;Konawe;NA;NA;Kabupaten;NA;MultiPolygon
7405;Indonesia;Regency;IDN;IDN.28_1;IDN.28.8_1;ID.SG.KS;Sulawesi Tenggara;Konawe Selatan;NA;NA;Kabupaten;NA;MultiPolygon
7410;Indonesia;Regency;IDN;IDN.28_1;IDN.28.9_1;ID.SG.KW;Sulawesi Tenggara;Konawe Utara;NA;NA;Kabupaten;NA;MultiPolygon
7402;Indonesia;Regency;IDN;IDN.28_1;IDN.28.11_1;ID.SG.MU;Sulawesi Tenggara;Muna;NA;NA;Kabupaten;NA;MultiPolygon
7407;Indonesia;Regency;IDN;IDN.28_1;IDN.28.12_1;ID.SG.WA;Sulawesi Tenggara;Wakatobi;NA;NA;Kabupaten;NA;MultiPolygon
7172;Indonesia;City;IDN;IDN.29_1;IDN.29.1_1;ID.SW.BI;Sulawesi Utara;Bitung;NA;NA;Kota;NA;MultiPolygon
7101;Indonesia;Regency;IDN;IDN.29_1;IDN.29.5_1;ID.SW.BO;Sulawesi Utara;Bolaang Mongondow;NA;NA;Kabupaten;NA;MultiPolygon
7110;Indonesia;Regency;IDN;IDN.29_1;IDN.29.2_1;ID.SW.BS;Sulawesi Utara;Bolaang Mongondow Selatan;NA;NA;Kabupaten;NA;MultiPolygon
7111;Indonesia;Regency;IDN;IDN.29_1;IDN.29.3_1;ID.SW.BT;Sulawesi Utara;Bolaang Mongondow Timur;NA;NA;Kabupaten;NA;MultiPolygon
7107;Indonesia;Regency;IDN;IDN.29_1;IDN.29.4_1;ID.SW.BU;Sulawesi Utara;Bolaang Mongondow Utara;NA;NA;Kabupaten;NA;MultiPolygon
7103;Indonesia;Regency;IDN;IDN.29_1;IDN.29.6_1;ID.SW.SG;Sulawesi Utara;Kepulauan Sangihe;NA;NA;Kabupaten;NA;MultiPolygon
7104;Indonesia;Regency;IDN;IDN.29_1;IDN.29.7_1;ID.SW.KS;Sulawesi Utara;Kepulauan Talaud;NA;NA;Kabupaten;NA;MultiPolygon
7174;Indonesia;City;IDN;IDN.29_1;IDN.29.8_1;ID.SW.KM;Sulawesi Utara;Kotamobagu;NA;NA;Kota;NA;Polygon
7171;Indonesia;City;IDN;IDN.29_1;IDN.29.9_1;ID.SW.MA;Sulawesi Utara;Manado;NA;NA;Kota;NA;MultiPolygon
7102;Indonesia;Regency;IDN;IDN.29_1;IDN.29.13_1;ID.SW.MI;Sulawesi Utara;Minahasa;NA;NA;Kabupaten;NA;Polygon
7105;Indonesia;Regency;IDN;IDN.29_1;IDN.29.10_1;ID.SW.ML;Sulawesi Utara;Minahasa Selatan;NA;NA;Kabupaten;NA;MultiPolygon
7109;Indonesia;Regency;IDN;IDN.29_1;IDN.29.11_1;ID.SW.MT;Sulawesi Utara;Minahasa Tenggara;NA;NA;Kabupaten;NA;MultiPolygon
7106;Indonesia;Regency;IDN;IDN.29_1;IDN.29.12_1;ID.SW.MU;Sulawesi Utara;Minahasa Utara;NA;NA;Kabupaten;NA;MultiPolygon
7108;Indonesia;Regency;IDN;IDN.29_1;IDN.29.14_1;ID.SW.SB;Sulawesi Utara;Siau Tagulandang Biaro;NA;NA;Kabupaten;NA;MultiPolygon
7173;Indonesia;City;IDN;IDN.29_1;IDN.29.15_1;ID.SW.TO;Sulawesi Utara;Tomohon;NA;NA;Kota;NA;Polygon
1307;Indonesia;Regency;IDN;IDN.30_1;IDN.30.1_1;ID.SB.AG;Sumatera Barat;Agam;NA;NA;Kabupaten;NA;MultiPolygon
1375;Indonesia;City;IDN;IDN.30_1;IDN.30.2_1;ID.SB.BU;Sumatera Barat;Bukittinggi;NA;NA;Kota;NA;Polygon
1388;Indonesia;Water Body;IDN;IDN.30_1;IDN.30.3_1;NA;Sumatera Barat;Danau;NA;NA;Water Body;NA;Polygon
1311;Indonesia;Regency;IDN;IDN.30_1;IDN.30.4_1;ID.SB.DH;Sumatera Barat;Dharmasraya;NA;NA;Kabupaten;NA;Polygon
1301;Indonesia;Regency;IDN;IDN.30_1;IDN.30.5_1;ID.SB.KM;Sumatera Barat;Kepulauan Mentawai;NA;NA;Kabupaten;NA;MultiPolygon
1372;Indonesia;City;IDN;IDN.30_1;IDN.30.6_1;ID.SB.SM;Sumatera Barat;Kota Solok;NA;NA;Kota;NA;Polygon
1308;Indonesia;Regency;IDN;IDN.30_1;IDN.30.7_1;ID.SB.LP;Sumatera Barat;Lima Puluh Kota;NA;NA;Kabupaten;NA;Polygon
1371;Indonesia;City;IDN;IDN.30_1;IDN.30.10_1;ID.SB.PD;Sumatera Barat;Padang;NA;NA;Kota;NA;MultiPolygon
1374;Indonesia;City;IDN;IDN.30_1;IDN.30.8_1;ID.SB.PJ;Sumatera Barat;Padang Panjang;NA;NA;Kota;NA;Polygon
1306;Indonesia;Regency;IDN;IDN.30_1;IDN.30.9_1;ID.SB.PP;Sumatera Barat;Padang Pariaman;NA;NA;Kabupaten;NA;Polygon
1377;Indonesia;City;IDN;IDN.30_1;IDN.30.11_1;ID.SB.PA;Sumatera Barat;Pariaman;NA;NA;Kota;NA;MultiPolygon
1309;Indonesia;Regency;IDN;IDN.30_1;IDN.30.13_1;ID.SB.PM;Sumatera Barat;Pasaman;NA;NA;Kabupaten;NA;Polygon
1312;Indonesia;Regency;IDN;IDN.30_1;IDN.30.12_1;ID.SB.PB;Sumatera Barat;Pasaman Barat;NA;NA;Kabupaten;NA;MultiPolygon
1376;Indonesia;City;IDN;IDN.30_1;IDN.30.14_1;ID.SB.PY;Sumatera Barat;Payakumbuh;NA;NA;Kota;NA;Polygon
1302;Indonesia;Regency;IDN;IDN.30_1;IDN.30.15_1;ID.SB.PS;Sumatera Barat;Pesisir Selatan;NA;NA;Kabupaten;NA;MultiPolygon
1373;Indonesia;City;IDN;IDN.30_1;IDN.30.16_1;ID.SB.SL;Sumatera Barat;Sawahlunto;NA;NA;Kota;NA;Polygon
1304;Indonesia;Regency;IDN;IDN.30_1;IDN.30.17_1;ID.SB.SS;Sumatera Barat;Sijunjung;NA;NA;Kabupaten;NA;Polygon
1303;Indonesia;Regency;IDN;IDN.30_1;IDN.30.19_1;ID.SB.SR;Sumatera Barat;Solok;NA;NA;Kabupaten;NA;Polygon
1310;Indonesia;Regency;IDN;IDN.30_1;IDN.30.18_1;ID.SB.SK;Sumatera Barat;Solok Selatan;NA;NA;Kabupaten;NA;Polygon
1305;Indonesia;Regency;IDN;IDN.30_1;IDN.30.20_1;ID.SB.TD;Sumatera Barat;Tanah Datar;NA;NA;Kabupaten;NA;Polygon
1607;Indonesia;Regency;IDN;IDN.31_1;IDN.31.1_1;ID.SL.BA;Sumatera Selatan;Banyu Asin;NA;NA;Kabupaten;NA;MultiPolygon
1611;Indonesia;Regency;IDN;IDN.31_1;IDN.31.2_1;ID.SL.EL;Sumatera Selatan;Empat Lawang;NA;NA;Kabupaten;NA;Polygon
1604;Indonesia;Regency;IDN;IDN.31_1;IDN.31.3_1;ID.SL.LT;Sumatera Selatan;Lahat;NA;NA;Kabupaten;NA;MultiPolygon
1674;Indonesia;City;IDN;IDN.31_1;IDN.31.4_1;ID.SL.LL;Sumatera Selatan;Lubuklinggau;NA;NA;Kota;NA;Polygon
1603;Indonesia;Regency;IDN;IDN.31_1;IDN.31.5_1;ID.SL.ME;Sumatera Selatan;Muara Enim;NA;NA;Kabupaten;NA;MultiPolygon
1606;Indonesia;Regency;IDN;IDN.31_1;IDN.31.6_1;ID.SL.MB;Sumatera Selatan;Musi Banyuasin;NA;NA;Kabupaten;NA;Polygon
1605;Indonesia;Regency;IDN;IDN.31_1;IDN.31.7_1;ID.SL.MR;Sumatera Selatan;Musi Rawas;NA;NA;Kabupaten;NA;Polygon
1610;Indonesia;Regency;IDN;IDN.31_1;IDN.31.8_1;ID.SL.OI;Sumatera Selatan;Ogan Ilir;NA;NA;Kabupaten;NA;Polygon
1602;Indonesia;Regency;IDN;IDN.31_1;IDN.31.9_1;ID.SL.OH;Sumatera Selatan;Ogan Komering Ilir;NA;NA;Kabupaten;NA;MultiPolygon
1601;Indonesia;Regency;IDN;IDN.31_1;IDN.31.12_1;ID.SL.OU;Sumatera Selatan;Ogan Komering Ulu;NA;NA;Kabupaten;NA;Polygon
1608;Indonesia;Regency;IDN;IDN.31_1;IDN.31.10_1;ID.SL.OS;Sumatera Selatan;Ogan Komering Ulu Selatan;NA;NA;Kabupaten;NA;Polygon
1609;Indonesia;Regency;IDN;IDN.31_1;IDN.31.11_1;ID.SL.OT;Sumatera Selatan;Ogan Komering Ulu Timur;NA;NA;Kabupaten;NA;Polygon
1673;Indonesia;City;IDN;IDN.31_1;IDN.31.13_1;ID.SL.PG;Sumatera Selatan;Pagar Alam;NA;NA;Kota;NA;Polygon
1671;Indonesia;City;IDN;IDN.31_1;IDN.31.14_1;ID.SL.PA;Sumatera Selatan;Palembang;NA;NA;Kota;NA;Polygon
1672;Indonesia;City;IDN;IDN.31_1;IDN.31.15_1;ID.SL.PR;Sumatera Selatan;Prabumulih;NA;NA;Kota;NA;Polygon
1208;Indonesia;Regency;IDN;IDN.32_1;IDN.32.1_1;ID.SU.AN;Sumatera Utara;Asahan;NA;NA;Kabupaten;NA;Polygon
1219;Indonesia;Regency;IDN;IDN.32_1;IDN.32.2_1;ID.SU.BB;Sumatera Utara;Batu Bara;NA;NA;Kabupaten;NA;Polygon
1210;Indonesia;Regency;IDN;IDN.32_1;IDN.32.3_1;ID.SU.DA;Sumatera Utara;Dairi;NA;NA;Kabupaten;NA;MultiPolygon
1212;Indonesia;Regency;IDN;IDN.32_1;IDN.32.4_1;ID.SU.DS;Sumatera Utara;Deli Serdang;NA;NA;Kabupaten;NA;Polygon
1278;Indonesia;City;IDN;IDN.32_1;IDN.32.5_1;ID.SU.GS;Sumatera Utara;Gunungsitoli;NA;NA;Kota;NA;MultiPolygon
1215;Indonesia;Regency;IDN;IDN.32_1;IDN.32.6_1;ID.SU.HH;Sumatera Utara;Humbang Hasundutan;NA;NA;Kabupaten;NA;MultiPolygon
1211;Indonesia;Regency;IDN;IDN.32_1;IDN.32.7_1;ID.SU.KA;Sumatera Utara;Karo;NA;NA;Kabupaten;NA;Polygon
1276;Indonesia;City;IDN;IDN.32_1;IDN.32.8_1;ID.SU.BI;Sumatera Utara;Kota Binjai;NA;NA;Kota;NA;Polygon
1275;Indonesia;City;IDN;IDN.32_1;IDN.32.9_1;ID.SU.ME;Sumatera Utara;Kota Medan;NA;NA;Kota;NA;Polygon
1272;Indonesia;City;IDN;IDN.32_1;IDN.32.10_1;ID.SU.TB;Sumatera Utara;Kota Tanjungbalai;NA;NA;Kota;NA;Polygon
1207;Indonesia;Regency;IDN;IDN.32_1;IDN.32.13_1;ID.SU.LH;Sumatera Utara;Labuhanbatu;NA;NA;Kabupaten;NA;MultiPolygon
1222;Indonesia;Regency;IDN;IDN.32_1;IDN.32.11_1;ID.SU.LS;Sumatera Utara;Labuhanbatu Selatan;NA;NA;Kabupaten;NA;MultiPolygon
1223;Indonesia;Regency;IDN;IDN.32_1;IDN.32.12_1;ID.SU.LU;Sumatera Utara;Labuhanbatu Utara;NA;NA;Kabupaten;NA;Polygon
NA;Indonesia;Water Body;IDN;IDN.32_1;IDN.32.14_1;NA;Sumatera Utara;Lake Toba;NA;NA;Water Body;NA;Polygon
1213;Indonesia;Regency;IDN;IDN.32_1;IDN.32.15_1;ID.SU.LA;Sumatera Utara;Langkat;NA;NA;Kabupaten;NA;MultiPolygon
1202;Indonesia;Regency;IDN;IDN.32_1;IDN.32.16_1;ID.SU.MN;Sumatera Utara;Mandailing Natal;NA;NA;Kabupaten;NA;MultiPolygon
1201;Indonesia;Regency;IDN;IDN.32_1;IDN.32.20_1;ID.SU.NA;Sumatera Utara;Nias;NA;NA;Kabupaten;NA;MultiPolygon
1225;Indonesia;Regency;IDN;IDN.32_1;IDN.32.17_1;ID.SU.NB;Sumatera Utara;Nias Barat;NA;NA;Kabupaten;NA;MultiPolygon
1214;Indonesia;Regency;IDN;IDN.32_1;IDN.32.18_1;ID.SU.NS;Sumatera Utara;Nias Selatan;NA;NA;Kabupaten;NA;MultiPolygon
1224;Indonesia;Regency;IDN;IDN.32_1;IDN.32.19_1;ID.SU.NU;Sumatera Utara;Nias Utara;NA;NA;Kabupaten;NA;MultiPolygon
1221;Indonesia;Regency;IDN;IDN.32_1;IDN.32.22_1;ID.SU.PL;Sumatera Utara;Padang Lawas;NA;NA;Kabupaten;NA;Polygon
1220;Indonesia;Regency;IDN;IDN.32_1;IDN.32.21_1;ID.SU.PU;Sumatera Utara;Padang Lawas Utara;NA;NA;Kabupaten;NA;Polygon
1277;Indonesia;City;IDN;IDN.32_1;IDN.32.23_1;ID.SU.PD;Sumatera Utara;Padangsidimpuan;NA;NA;Kota;NA;Polygon
1216;Indonesia;Regency;IDN;IDN.32_1;IDN.32.24_1;ID.SU.PB;Sumatera Utara;Pakpak Barat;NA;NA;Kabupaten;NA;Polygon
1273;Indonesia;City;IDN;IDN.32_1;IDN.32.25_1;ID.SU.PS;Sumatera Utara;Pematangsiantar;NA;NA;Kota;NA;Polygon
1217;Indonesia;Regency;IDN;IDN.32_1;IDN.32.26_1;ID.SU.SA;Sumatera Utara;Samosir;NA;NA;Kabupaten;NA;MultiPolygon
1218;Indonesia;Regency;IDN;IDN.32_1;IDN.32.27_1;ID.SU.SD;Sumatera Utara;Serdang Bedagai;NA;NA;Kabupaten;NA;Polygon
1271;Indonesia;City;IDN;IDN.32_1;IDN.32.28_1;ID.SU.SB;Sumatera Utara;Sibolga;NA;NA;Kota;NA;MultiPolygon
1209;Indonesia;Regency;IDN;IDN.32_1;IDN.32.29_1;ID.SU.SM;Sumatera Utara;Simalungun;NA;NA;Kabupaten;NA;MultiPolygon
1203;Indonesia;Regency;IDN;IDN.32_1;IDN.32.30_1;ID.SU.TP;Sumatera Utara;Tapanuli Selatan;NA;NA;Kabupaten;NA;MultiPolygon
1204;Indonesia;Regency;IDN;IDN.32_1;IDN.32.31_1;ID.SU.TT;Sumatera Utara;Tapanuli Tengah;NA;NA;Kabupaten;NA;MultiPolygon
1205;Indonesia;Regency;IDN;IDN.32_1;IDN.32.32_1;ID.SU.TU;Sumatera Utara;Tapanuli Utara;NA;NA;Kabupaten;NA;MultiPolygon
1274;Indonesia;City;IDN;IDN.32_1;IDN.32.33_1;ID.SU.TG;Sumatera Utara;Tebingtinggi;NA;NA;Kota;NA;Polygon
1206;Indonesia;Regency;IDN;IDN.32_1;IDN.32.34_1;ID.SU.TR;Sumatera Utara;Toba Samosir;NA;NA;Kabupaten;NA;MultiPolygon
3402;Indonesia;Regency;IDN;IDN.33_1;IDN.33.1_1;ID.YO.BA;Yogyakarta;Bantul;NA;NA;Kabupaten;NA;Polygon
3403;Indonesia;Regency;IDN;IDN.33_1;IDN.33.2_1;ID.YO.GK;Yogyakarta;Gunung Kidul;NA;NA;Kabupaten;NA;MultiPolygon
3471;Indonesia;City;IDN;IDN.33_1;IDN.33.3_1;ID.YO.YO;Yogyakarta;Kota Yogyakarta;NA;NA;Kota;NA;Polygon
3401;Indonesia;Regency;IDN;IDN.33_1;IDN.33.4_1;ID.YO.KP;Yogyakarta;Kulon Progo;NA;NA;Kabupaten;NA;Polygon
3404;Indonesia;Regency;IDN;IDN.33_1;IDN.33.5_1;ID.YO.SL;Yogyakarta;Sleman;NA;NA;Kabupaten;NA;Polygon
