,title,date,description,link
52,"Dukung Kompetensi ASN, LAN Minta 24 Lembaga Pelatihan Terakreditasi Buat Terobosan","Kamis, 16 September 2021 - 12:37 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2021/09/16/12373301/dukung-kompetensi-asn-lan-minta-24-lembaga-pelatihan-terakreditasi-buat
53,"LAN Raih Predikat WTP Berturut-turut Sejak 2007, Sri Mulyani: Patut Diapresiasi","Selasa, 14 September 2021 - 17:11 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2021/09/14/17111001/lan-raih-predikat-wtp-berturut-turut-sejak-2007-sri-mulyani-patut
54,LAN Dorong Pemda Percepat Sinkronisasi Perda dan UU Cipta Kerja,"Sabtu, 21 Agustus 2021 - 09:24 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2021/08/21/09240071/lan-dorong-pemda-percepat-sinkronisasi-perda-dan-uu-cipta-kerja
55,"Peringati HUT Ke-64, LAN Berikan Berbagai Penghargaan untuk Pemangku Kepentingan","Sabtu, 7 Agustus 2021 - 10:16 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2021/08/07/10160091/peringati-hut-ke-64-lan-berikan-berbagai-penghargaan-untuk-pemangku
56,"Buka Acara PKN, Kepala LAN Minta Pemimpin Mengikuti Perubahan Zaman","Jumat, 23 Juli 2021 - 09:13 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2021/07/23/09132141/buka-acara-pkn-kepala-lan-minta-pemimpin-mengikuti-perubahan-zaman
57,"WFH 100 Persen, LAN Gunakan Aplikasi Intranet untuk Pantau Pegawai","Senin, 12 Juli 2021 - 21:14 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2021/07/12/21141211/wfh-100-persen-lan-gunakan-aplikasi-intranet-untuk-pantau-pegawai
58,"LAN Raih Predikat Badan Publik Informatif, Wapres Ma’ruf: Saya Harap Prestasi Ini Dipertahankan","Rabu, 25 November 2020 - 18:02 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/11/25/18025841/lan-raih-predikat-badan-publik-informatif-wapres-maruf-saya-harap-prestasi
59,"Tingkatkan Daya Saing Indonesia di Kancah Global, Pemerintah Fokus Perbaiki Pelayanan Publik","Selasa, 13 Oktober 2020 - 15:03 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/10/13/15033031/tingkatkan-daya-saing-indonesia-di-kancah-global-pemerintah-fokus-perbaiki
60,LAN Berharap Kementerian dan Lembaga Update Data Analis Kebijakan melalui eNIAKN,"Selasa, 25 Oktober 2022 - 09:51 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/10/25/09515811/lan-berharap-kementerian-dan-lembaga-update-data-analis-kebijakan-melalui
61,"Kembali Gelar Virtual Public Lecturer Seri IX, LAN Terus Dorong Peran Analis Kebijakan dalam Pencapaian Tujuan SDGs","Kamis, 20 Oktober 2022 - 16:58 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/10/20/16584251/kembali-gelar-virtual-public-lecturer-seri-ix-lan-terus-dorong-peran-analis
62,"Miliki Laporan Keuangan Transparan dan Akuntabel, LAN Raih WTP 15 Kali Berturut-turut","Jumat, 23 September 2022 - 09:55 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/09/23/09551061/miliki-laporan-keuangan-transparan-dan-akuntabel-lan-raih-wtp-15-kali
63,"Menjadi Pusat Studi Kebijakan EROPA sejak 2018, Ini Peran LAN","Sabtu, 17 September 2022 - 12:34 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/09/17/12344281/menjadi-pusat-studi-kebijakan-eropa-sejak-2018-ini-peran-lan
64,Seminar Policy Brief Rumuskan Super-App sebagai Media Integrasi Manajemen Talenta ASN ,"Sabtu, 17 September 2022 - 11:44 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/09/17/11443491/seminar-policy-brief-rumuskan-super-app-sebagai-media-integrasi-manajemen
65,"Tingkatkan Kualitas ASN, LAN Gelar Advokasi Corporate University hingga Sosialisasi Kebijakan Orientasi PPPK","Kamis, 15 September 2022 - 14:30 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/09/15/14302391/tingkatkan-kualitas-asn-lan-gelar-advokasi-corporate-university-hingga
66,"Peringati Hari Jadi Ke-65, LAN Berikan Apresiasi “LAN Award” Kepada Stakeholder","Selasa, 9 Agustus 2022 - 19:56 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/08/09/19563271/peringati-hari-jadi-ke-65-lan-berikan-apresiasi-lan-award-kepada-stakeholder
67,"Kembangkan Model Pelatihan Kepemimpinan Milenial, LAN Gandeng GNIK Luncurkan ""ASN Talent Academy""","Jumat, 5 Agustus 2022 - 10:05 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/08/05/10053241/kembangkan-model-pelatihan-kepemimpinan-milenial-lan-gandeng-gnik-luncurkan
68,"Kualitas ASN Terus Meningkat, tetapi Masih di Bawah Parameter Global","Rabu, 27 Juli 2022 - 10:52 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/07/27/10525971/kualitas-asn-terus-meningkat-tetapi-masih-di-bawah-parameter-global
69,Kepala LAN Sebut Butuh Kolaborasi dan Sinergi untuk Atasi Permasalahan Latsar CPNS Papua,"Rabu, 22 Juni 2022 - 12:07 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/06/22/12074491/kepala-lan-sebut-butuh-kolaborasi-dan-sinergi-untuk-atasi-permasalahan
70,"BIN Lakukan Swab Test ke Pegawai LAN, Begini Tanggapan Ketua LAN","Senin, 28 September 2020 - 16:54 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/09/28/16543811/bin-lakukan-swab-test-ke-pegawai-lan-begini-tanggapan-ketua-lan
71,"Sukses Raih WTP 13 Kali, LAN Mendapat Apresiasi Tinggi dari Menkeu","Selasa, 22 September 2020 - 20:36 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/09/22/20364731/sukses-raih-wtp-13-kali-lan-mendapat-apresiasi-tinggi-dari-menkeu
72,Tugas Pejabat Publik di Masa Pandemi Covid-19 Semakin Tidak Mudah,"Selasa, 15 September 2020 - 18:47 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/09/15/18470781/tugas-pejabat-publik-di-masa-pandemi-covid-19-semakin-tidak-mudah
73,Platform E-Learning ASN Unggul Jadi Solusi Pelatihan ASN di Tengah Pandemi,"Sabtu, 8 Agustus 2020 - 16:42 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/08/08/16424591/platform-e-learning-asn-unggul-jadi-solusi-pelatihan-asn-di-tengah-pandemi
74,"Pandemi Covid-19 Bentuk Pola Kerja Baru ASN, LAN Lakukan Sejumlah Adaptasi ","Kamis, 16 Juli 2020 - 15:39 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/07/16/15392211/pandemi-covid-19-bentuk-pola-kerja-baru-asn-lan-lakukan-sejumlah-adaptasi
75,"Siapkan ""New Normal"", Pemerintah Terus Fokus pada 3 Aspek Kebijakan","Minggu, 28 Juni 2020 - 14:53 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/06/28/14535161/siapkan-new-normal-pemerintah-terus-fokus-pada-3-aspek-kebijakan
76,"Memasuki “New Normal”, LAN Terus Berupaya Tingkatkan Kompetensi ASN","Kamis, 25 Juni 2020 - 19:02 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/06/25/19024821/memasuki-new-normal-lan-terus-berupaya-tingkatkan-kompetensi-asn
77,"Tekan Emisi Karbon dalam Pembangunan, ASN Perlu Pahami Ekonomi Hijau ","Minggu, 7 Juni 2020 - 11:42 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/06/07/11421421/tekan-emisi-karbon-dalam-pembangunan-asn-perlu-pahami-ekonomi-hijau
78,Politeknik STIA LAN Siapkan Lulusan Kompeten dan Membawa Perubahan,"Minggu, 7 Juni 2020 - 09:02 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/06/07/090221071/politeknik-stia-lan-siapkan-lulusan-kompeten-dan-membawa-perubahan
79,"Percepat Pemulihan Ekonomi Pasca-pandemi, 8 Negara Ini Bisa Jadi Rujukan","Kamis, 4 Juni 2020 - 09:27 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/06/04/09270151/percepat-pemulihan-ekonomi-pasca-pandemi-8-negara-ini-bisa-jadi-rujukan
80,LAN Lakukan Penyederhanaan Birokrasi untuk Hadapi New Normal,"Sabtu, 30 Mei 2020 - 14:43 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/05/30/14433571/lan-lakukan-penyederhanaan-birokrasi-untuk-hadapi-new-normal
81,"Tingkatkan Kemajuan Reformasi Birokrasi, Pemerintah Hadapi Berbagai Tantangan","Rabu, 20 Mei 2020 - 17:21 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/05/20/17213751/tingkatkan-kemajuan-reformasi-birokrasi-pemerintah-hadapi-berbagai-tantangan
82,"Laboratorium Inovasi, Terobosan LAN Dorong Reformasi Birokrasi di Daerah","Jumat, 15 Mei 2020 - 17:06 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/05/15/17060611/laboratorium-inovasi-terobosan-lan-dorong-reformasi-birokrasi-di-daerah
83,Ini 5 Langkah Pemerintah Dorong Profesionalisme Aparatur Sipil Negara,"Rabu, 29 April 2020 - 16:57 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/04/29/16573041/ini-5-langkah-pemerintah-dorong-profesionalisme-aparatur-sipil-negara
84,LAN Minta Analis Kebijakan Ambil Peran dalam Penanggulangan Covid-19,"Jumat, 24 April 2020 - 16:44 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/04/24/16442881/lan-minta-analis-kebijakan-ambil-peran-dalam-penanggulangan-covid-19
85,LAN Berharap Kementerian dan Lembaga Update Data Analis Kebijakan melalui eNIAKN,"Selasa, 25 Oktober 2022 - 09:51 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/10/25/09515811/lan-berharap-kementerian-dan-lembaga-update-data-analis-kebijakan-melalui
86,"Kembali Gelar Virtual Public Lecturer Seri IX, LAN Terus Dorong Peran Analis Kebijakan dalam Pencapaian Tujuan SDGs","Kamis, 20 Oktober 2022 - 16:58 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/10/20/16584251/kembali-gelar-virtual-public-lecturer-seri-ix-lan-terus-dorong-peran-analis
87,"Miliki Laporan Keuangan Transparan dan Akuntabel, LAN Raih WTP 15 Kali Berturut-turut","Jumat, 23 September 2022 - 09:55 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/09/23/09551061/miliki-laporan-keuangan-transparan-dan-akuntabel-lan-raih-wtp-15-kali
88,"Menjadi Pusat Studi Kebijakan EROPA sejak 2018, Ini Peran LAN","Sabtu, 17 September 2022 - 12:34 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/09/17/12344281/menjadi-pusat-studi-kebijakan-eropa-sejak-2018-ini-peran-lan
89,Seminar Policy Brief Rumuskan Super-App sebagai Media Integrasi Manajemen Talenta ASN ,"Sabtu, 17 September 2022 - 11:44 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/09/17/11443491/seminar-policy-brief-rumuskan-super-app-sebagai-media-integrasi-manajemen
90,"Tingkatkan Kualitas ASN, LAN Gelar Advokasi Corporate University hingga Sosialisasi Kebijakan Orientasi PPPK","Kamis, 15 September 2022 - 14:30 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/09/15/14302391/tingkatkan-kualitas-asn-lan-gelar-advokasi-corporate-university-hingga
91,"Peringati Hari Jadi Ke-65, LAN Berikan Apresiasi “LAN Award” Kepada Stakeholder","Selasa, 9 Agustus 2022 - 19:56 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/08/09/19563271/peringati-hari-jadi-ke-65-lan-berikan-apresiasi-lan-award-kepada-stakeholder
92,"Kembangkan Model Pelatihan Kepemimpinan Milenial, LAN Gandeng GNIK Luncurkan ""ASN Talent Academy""","Jumat, 5 Agustus 2022 - 10:05 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/08/05/10053241/kembangkan-model-pelatihan-kepemimpinan-milenial-lan-gandeng-gnik-luncurkan
93,"Kualitas ASN Terus Meningkat, tetapi Masih di Bawah Parameter Global","Rabu, 27 Juli 2022 - 10:52 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/07/27/10525971/kualitas-asn-terus-meningkat-tetapi-masih-di-bawah-parameter-global
94,Kepala LAN Sebut Butuh Kolaborasi dan Sinergi untuk Atasi Permasalahan Latsar CPNS Papua,"Rabu, 22 Juni 2022 - 12:07 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2022/06/22/12074491/kepala-lan-sebut-butuh-kolaborasi-dan-sinergi-untuk-atasi-permasalahan
95,"Bekerja dari Rumah, Kepala LAN Sapa Pegawai Lewat Video Conference","Kamis, 23 April 2020 - 11:54 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/04/23/11544851/bekerja-dari-rumah-kepala-lan-sapa-pegawai-lewat-video-conference
96,Pandemi Covid-19 Tak Halangi Peserta PKN Tingkat I Angkatan XLIV Belajar ke Vietnam,"Rabu, 1 April 2020 - 16:03 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/04/01/16034281/pandemi-covid-19-tak-halangi-peserta-pkn-tingkat-i-angkatan-xliv-belajar-ke
97,"Pandemi Covid-19, LAN Gunakan Metode Distance Learning untuk Tingkatkan Profesionalitas Birokrasi","Rabu, 1 April 2020 - 14:53 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/04/01/14532081/pandemi-covid-19-lan-gunakan-metode-distance-learning-untuk-tingkatkan
98,LAN Upayakan Sinergi Antarlembaga Pemerintah untuk Jamin Keberlanjutan Inovasi,"Jumat, 28 Februari 2020 - 12:32 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/02/28/12324521/lan-upayakan-sinergi-antarlembaga-pemerintah-untuk-jamin-keberlanjutan
99,LAN Buka Kesempatan Stakeholders untuk Sampaikan Masukan dan Saran,"Kamis, 13 Februari 2020 - 11:49 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2020/02/13/11490711/lan-buka-kesempatan-stakeholders-untuk-sampaikan-masukan-dan-saran
100,"Sederhanakan Eselonisasi, LAN Kembangkan Kapasitas ASN","Jumat, 13 Desember 2019 - 11:27 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2019/12/13/11273661/sederhanakan-eselonisasi-lan-kembangkan-kapasitas-asn
101,LAN Harap Kepengurusan Baru IWI Bekerja Maksimal,"Kamis, 12 Desember 2019 - 11:41 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2019/12/12/11412931/lan-harap-kepengurusan-baru-iwi-bekerja-maksimal
102,Tjahjo Ingin PKN yang Digelar LAN Dorong Pemerintahan Jadi Lincah ,"Jumat, 6 Desember 2019 - 16:42 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2019/12/06/16420261/tjahjo-ingin-pkn-yang-digelar-lan-dorong-pemerintahan-jadi-lincah
103,"Buktikan Kesiapan Layanan Birokrasi, LAN Pamerkan 34 Inovasi","Kamis, 5 Desember 2019 - 12:17 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2019/12/05/12174121/buktikan-kesiapan-layanan-birokrasi-lan-pamerkan-34-inovasi
104,"Corporate University, Solusi Pengembangan Kompetensi ASN ","Kamis, 31 Oktober 2019 - 15:52 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2019/10/31/15524331/corporate-university-solusi-pengembangan-kompetensi-asn
105,"Kalahkan Ribuan Pesaing, Labinov LAN Raih Penghargaan Top 45 Inovasi Pelayanan Publik","Rabu, 16 Oktober 2019 - 12:20 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2019/10/16/12203071/kalahkan-ribuan-pesaing-labinov-lan-raih-penghargaan-top-45-inovasi
106,LAN Sukses Raih Predikat WTP 12 Kali Berturut-turut ,"Jumat, 13 September 2019 - 12:41 WIB",Lembaga Administrasi Negara,https://kilasbadannegara.kompas.com/lembaga-administrasi-negara/read/2019/09/13/12413391/lan-sukses-raih-predikat-wtp-12-kali-berturut-turut
